Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      80/80          solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
-----------------------------------------------
                                                 <spontaneous>
[2]    100.0    0.00   39.49                 rungeKutta4(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double) [2]
                0.00   39.49      80/80          step(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
                0.00    0.00     280/280         multipl(double, std::vector<double, std::allocator<double> >&) [97]
                0.00    0.00     280/600         operator+(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [90]
                0.00    0.00      80/80          std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [152]
                0.00    0.00      22/22          save(double&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [153]
                0.00    0.00      21/21          save(std::vector<double, std::allocator<double> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [154]
                0.00    0.00      20/100         theta0(double) [121]
                0.00    0.00      20/100         theta0p(double) [122]
-----------------------------------------------
[3]     99.5    3.97   35.32  911520+29066400 <cycle 1 as a whole> [3]
                3.75   35.24 16305120             Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
                0.12    0.03 5248800             std::_Function_handler<double (double), B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [18]
                0.10    0.03 5248800             std::_Function_handler<double (double), A(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [19]
                0.01    0.00  583200             std::_Function_handler<double (double), m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [22]
                0.00    0.01 1412640             SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [24]
                0.00    0.01 1062720             CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [25]
                0.00    0.00  116640             std::_Function_handler<double (double), verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [36]
-----------------------------------------------
                              583200             std::_Function_handler<double (double), m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [22]
                             1062720             CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [25]
                             1412640             SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [24]
                             6413760             std::_Function_handler<double (double), B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [18]
                             6413760             std::_Function_handler<double (double), A(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [19]
                0.00    0.03     720/911520      verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int) [15]
                0.02    0.14    3600/911520      mM(double, double, std::vector<double, std::allocator<double> >&, double, int) [17]
                0.14    1.26   32400/911520      A(double, double, int, std::vector<double, std::allocator<double> >&, int) [13]
                0.14    1.26   32400/911520      B(double, double, int, std::vector<double, std::allocator<double> >&, int) [14]
                0.25    2.26   58320/911520      u(int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [9]
                1.27   11.30  291600/911520      V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [5]
[4]     98.7    3.75   35.24 16305120         Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
               14.89    0.00 1126392480/1126392480     std::_Function_handler<double (double), CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) [7]
               14.29    0.00 1126392480/1126392480     std::_Function_handler<double (double), SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) [8]
                3.27    0.00 188723520/188723520     std::_Function_handler<double (double), dSinInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) [11]
                2.80    0.00 188723520/188723520     std::_Function_handler<double (double), dCosInt(int, int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) [12]
                             5248800             std::_Function_handler<double (double), B(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [18]
                             5248800             std::_Function_handler<double (double), A(double, double, int, std::vector<double, std::allocator<double> >&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [19]
                              583200             std::_Function_handler<double (double), m(int, int, double, double, std::vector<double, std::allocator<double> > const&, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [22]
                              116640             std::_Function_handler<double (double), verschVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) <cycle 1> [36]
-----------------------------------------------
                0.00   30.72    3600/3600        mV(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int, double) [6]
[5]     77.8    0.00   30.72    3600         V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [5]
                1.55   13.81  356400/911520      CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [25]
                1.27   11.30  291600/911520      Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
                0.28    2.51   64800/911520      SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [24]
                0.00    0.00  291600/6953040     std::_Function_base::_Base_manager<SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [21]
                0.00    0.00   32400/38880       dversch(double, double) [43]
                0.00    0.00   32400/38880       Reibf(double, double, double) [42]
-----------------------------------------------
                0.00   30.72      80/80          step(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[6]     77.8    0.00   30.72      80         mV(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int, double) [6]
                0.00   30.72    3600/3600        V(int, int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [5]
                0.00    0.00     720/17441       std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [50]
                0.00    0.00      80/1920        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_default_append(unsigned long) [77]
-----------------------------------------------
               14.89    0.00 1126392480/1126392480     Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
[7]     37.7   14.89    0.00 1126392480         std::_Function_handler<double (double), CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) [7]
-----------------------------------------------
               14.29    0.00 1126392480/1126392480     Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
[8]     36.2   14.29    0.00 1126392480         std::_Function_handler<double (double), SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) [8]
-----------------------------------------------
                0.00    5.59     720/720         uVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int, double) [10]
[9]     14.1    0.00    5.59     720         u(int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [9]
                0.28    2.51   64800/911520      SinInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [24]
                0.25    2.26   58320/911520      Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
                0.03    0.25    6480/911520      CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int) <cycle 1> [25]
                0.00    0.00   58320/6953040     std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<CosInt(int, double, double, std::vector<double, std::allocator<double> > const&, int)::{lambda(double)#1}> const&, std::_Manager_operation) [20]
                0.00    0.00    6480/38880       dversch(double, double) [43]
                0.00    0.00    6480/38880       Reibf(double, double, double) [42]
-----------------------------------------------
                0.00    5.59      80/80          step(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[10]    14.1    0.00    5.59      80         uVek(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int, double) [10]
                0.00    5.59     720/720         u(int, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, double, double, double) [9]
                0.00    0.00      80/17441       std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [50]
-----------------------------------------------
                3.27    0.00 188723520/188723520     Integral(std::function<double (double)> const&, double, double, int) <cycle 1> [4]
